,month_year,cbsa_code,site,sample
395,05-2016,19820,0025,7.87
404,05-2016,31080,0002,8.760000000000002
405,05-2016,31080,0007,6.14193548387097
406,05-2016,31080,1103,9.222857142857142
407,05-2016,31080,1201,6.25
408,05-2016,31080,1302,6.960000000000001
409,05-2016,31080,1602,8.940000000000001
410,05-2016,31080,2005,7.409999999999999
411,05-2016,31080,2022,6.45
288,04-2016,16980,3301,9.360000000000001
291,04-2016,16980,4201,8.044444444444444
290,04-2016,16980,4007,7.9875
289,04-2016,16980,4002,7.790000000000001
283,04-2016,16980,1002,7.860000000000001
287,04-2016,16980,3103,10.06153846153846
286,04-2016,16980,2004,8.88
284,04-2016,16980,1011,8.059999999999999
293,04-2016,17460,0004,6.639245810055873
292,04-2016,16980,6005,11.459999999999999
297,04-2016,17460,0045,7.077777777777777
294,04-2016,17460,0007,7.086666666666667
295,04-2016,17460,0034,7.0600000000000005
296,04-2016,17460,0038,10.683333333333335
281,04-2016,16980,0057,10.86
298,04-2016,17460,0060,9.3
299,04-2016,17460,0065,10.800000000000002
302,04-2016,19820,0001,6.935
300,04-2016,17460,1002,8.08
301,04-2016,17460,3002,6.673333333333334
282,04-2016,16980,0076,10.26
263,04-2016,10420,0017,11.356849315068498
280,04-2016,16980,0052,8.466666666666667
269,04-2016,15940,0017,8.406666666666668
304,04-2016,19820,0009,6.870000000000002
261,04-2016,10300,0007,5.8875
262,04-2016,10420,0002,5.444444444444445
264,04-2016,10420,0023,6.888888888888889
265,04-2016,11460,0008,7.041176470588236
266,04-2016,12100,0006,6.537902097902096
267,04-2016,12100,1006,5.0600000000000005
268,04-2016,15180,0006,13.799999999999999
270,04-2016,15940,0020,6.7299999999999995
279,04-2016,16980,0031,10.92
271,04-2016,16980,0001,8.8625
272,04-2016,16980,0003,7.218181818181818
273,04-2016,16980,0006,9.250000000000002
274,04-2016,16980,0007,8.680000000000001
275,04-2016,16980,0019,8.389999999999999
276,04-2016,16980,0022,13.854356846473035
277,04-2016,16980,0024,7.2505443234836635
278,04-2016,16980,0026,9.8
303,04-2016,19820,0005,7.07
285,04-2016,16980,1016,10.715384615384615
305,04-2016,19820,0015,8.95
326,04-2016,31080,4008,12.358495821727013
328,04-2016,32580,0043,16.18
329,04-2016,32580,1046,12.3
330,04-2016,33140,0011,7.960000000000001
331,04-2016,33780,0006,6.7444444444444445
332,04-2016,37100,0007,8.557262569832401
333,04-2016,37100,0009,7.333333333333333
334,04-2016,37100,1004,9.363128491620111
335,04-2016,37100,2002,6.51183844011142
336,04-2016,37100,3001,9.208976157082748
337,04-2016,39740,0011,10.627149321266977
338,04-2016,40140,0009,6.046501457725947
339,04-2016,40140,0027,13.394959128065407
340,04-2016,40140,0306,5.386648122392211
341,04-2016,40140,1016,9.199172413793104
342,04-2016,40140,2002,7.28
343,04-2016,40140,5001,4.94
344,04-2016,40140,8001,9.183333333333335
345,04-2016,40140,8005,10.178125
346,04-2016,40140,9004,6.65
327,04-2016,31080,9033,5.962499999999996
347,04-2016,47220,0007,6.853465346534649
325,04-2016,31080,4004,7.795999999999999
316,04-2016,31080,0002,7.45
307,04-2016,19820,0019,6.890000000000001
308,04-2016,19820,0025,7.0699999999999985
309,04-2016,19820,0033,8.500000000000002
310,04-2016,19820,0036,6.390000000000001
311,04-2016,19820,0039,6.596666666666668
313,04-2016,20100,0002,4.323762376237621
314,04-2016,20100,0003,
315,04-2016,22420,0021,5.5777777777777775
312,04-2016,19820,0095,7.669999999999999
317,04-2016,31080,0007,7.310344827586207
322,04-2016,31080,2005,6.95
318,04-2016,31080,1103,10.409375
306,04-2016,19820,0016,7.38
323,04-2016,31080,2022,5.3375
324,04-2016,31080,4002,8.97857142857143
321,04-2016,31080,1602,8.56
320,04-2016,31080,1302,7.779999999999999
319,04-2016,31080,1201,8.237499999999999
205,03-2016,16980,6005,6.34
198,03-2016,16980,1016,8.164285714285715
199,03-2016,16980,2004,6.918181818181819
200,03-2016,16980,3103,7.1117647058823525
201,03-2016,16980,3301,7.854545454545454
202,03-2016,16980,4002,6.711111111111111
203,03-2016,16980,4007,6.709999999999999
204,03-2016,16980,4201,5.836363636363638
197,03-2016,16980,1011,5.3500000000000005
215,03-2016,19820,0001,8.141025641025642
206,03-2016,17460,0004,7.970244565217382
207,03-2016,17460,0007,4.8133333333333335
208,03-2016,17460,0034,5.545454545454546
209,03-2016,17460,0038,8.104347826086956
210,03-2016,17460,0045,7.972727272727273
211,03-2016,17460,0060,8.41818181818182
212,03-2016,17460,0065,9.133333333333335
213,03-2016,17460,1002,5.99
214,03-2016,17460,3002,5.266666666666667
195,03-2016,16980,0076,6.866666666666667
196,03-2016,16980,1002,6.5
185,03-2016,16980,0003,6.88
194,03-2016,16980,0057,6.966666666666666
182,03-2016,15940,0017,6.847058823529412
217,03-2016,19820,0009,6.56
175,03-2016,10420,0002,6.145454545454545
176,03-2016,10420,0017,12.443275632490016
177,03-2016,10420,0023,6.6000000000000005
178,03-2016,11460,0008,6.647058823529411
179,03-2016,12100,0006,8.710911602209949
180,03-2016,12100,1006,8.081818181818182
181,03-2016,15180,0006,11.954545454545455
183,03-2016,15940,0020,6.754545454545454
193,03-2016,16980,0052,7.510000000000001
184,03-2016,16980,0001,7.355555555555556
186,03-2016,16980,0006,6.840000000000001
187,03-2016,16980,0007,6.290000000000001
188,03-2016,16980,0019,6.390909090909091
189,03-2016,16980,0022,9.145414201183435
190,03-2016,16980,0024,7.993298291721406
191,03-2016,16980,0026,7.063636363636363
192,03-2016,16980,0031,6.617647058823529
216,03-2016,19820,0005,7.836363636363638
174,03-2016,10300,0007,6.263636363636363
218,03-2016,19820,0015,8.77
240,03-2016,31080,9033,5.130229419703109
242,03-2016,32580,1046,12.163636363636364
243,03-2016,33140,0011,6.154545454545455
244,03-2016,33780,0006,6.427272727272726
245,03-2016,37100,0007,9.405405405405405
246,03-2016,37100,0009,6.936227951153325
247,03-2016,37100,1004,9.405442176870748
248,03-2016,37100,2002,7.563894523326572
249,03-2016,37100,3001,8.832558139534884
250,03-2016,39740,0011,9.95939643347051
251,03-2016,40140,0009,5.655060728744939
252,03-2016,40140,0027,16.486718750000005
253,03-2016,40140,0306,5.83982683982684
254,03-2016,40140,1016,9.705675675675675
255,03-2016,40140,2002,8.990476190476192
256,03-2016,40140,5001,5.245454545454545
257,03-2016,40140,8001,11.707142857142857
258,03-2016,40140,8005,13.63823529411765
259,03-2016,40140,9004,9.545454545454547
260,03-2016,47220,0007,9.295098039215679
241,03-2016,32580,0043,14.449999999999998
219,03-2016,19820,0016,8.879999999999999
239,03-2016,31080,4008,11.98773841961853
228,03-2016,22420,0021,6.93
238,03-2016,31080,4004,8.709677419354838
220,03-2016,19820,0019,7.7
221,03-2016,19820,0025,7.472727272727273
222,03-2016,19820,0033,9.370588235294118
223,03-2016,19820,0036,6.581818181818181
224,03-2016,19820,0039,8.148387096774194
226,03-2016,20100,0002,7.597343957503301
227,03-2016,20100,0003,8.47777777777778
225,03-2016,19820,0095,7.720000000000001
229,03-2016,31080,0002,10.872727272727273
231,03-2016,31080,1103,13.910344827586206
237,03-2016,31080,4002,9.051612903225806
232,03-2016,31080,1201,8.863636363636363
233,03-2016,31080,1302,11.218181818181819
234,03-2016,31080,1602,12.509090909090911
235,03-2016,31080,2005,9.733333333333333
236,03-2016,31080,2022,5.96
230,03-2016,31080,0007,8.332258064516129
115,02-2016,16980,4002,8.5875
117,02-2016,16980,4201,8.725
116,02-2016,16980,4007,9.985714285714284
111,02-2016,16980,1016,9.375000000000002
114,02-2016,16980,3301,10.700000000000001
113,02-2016,16980,3103,11.758333333333333
112,02-2016,16980,2004,9.544444444444444
119,02-2016,17460,0004,9.468436154949751
118,02-2016,16980,6005,10.425
129,02-2016,19820,0005,8.966666666666665
120,02-2016,17460,0007,7.484615384615385
121,02-2016,17460,0034,8.522222222222222
122,02-2016,17460,0038,10.325000000000001
123,02-2016,17460,0045,10.100000000000001
124,02-2016,17460,0060,8.412500000000001
125,02-2016,17460,0065,11.5125
126,02-2016,17460,1002,8.344444444444443
127,02-2016,17460,3002,8.615384615384617
128,02-2016,19820,0001,7.6342105263157904
109,02-2016,16980,1002,9.244444444444445
110,02-2016,16980,1011,9.0
99,02-2016,16980,0006,10.866666666666667
108,02-2016,16980,0076,12.4
107,02-2016,16980,0057,10.875
130,02-2016,19820,0009,8.11111111111111
88,02-2016,10420,0002,7.25
89,02-2016,10420,0017,11.714142857142853
90,02-2016,10420,0023,8.15
91,02-2016,11460,0008,8.876923076923077
92,02-2016,12100,0006,6.93997155049787
93,02-2016,12100,1006,6.833333333333333
94,02-2016,15180,0006,6.533333333333334
95,02-2016,15940,0017,9.738461538461538
96,02-2016,15940,0020,8.366666666666667
97,02-2016,16980,0001,7.733333333333333
98,02-2016,16980,0003,7.922222222222222
100,02-2016,16980,0007,9.322222222222221
101,02-2016,16980,0019,7.911111111111111
102,02-2016,16980,0022,10.994005847953213
103,02-2016,16980,0024,7.846164772727255
104,02-2016,16980,0026,10.08888888888889
105,02-2016,16980,0031,11.738461538461538
106,02-2016,16980,0052,8.055555555555555
87,02-2016,10300,0007,7.7555555555555555
131,02-2016,19820,0015,9.577777777777776
132,02-2016,19820,0016,8.533333333333333
165,02-2016,40140,0027,18.114022662889504
156,02-2016,33140,0011,9.455555555555556
157,02-2016,33780,0006,6.177777777777777
158,02-2016,37100,0007,5.104046242774566
159,02-2016,37100,0009,3.831168831168831
160,02-2016,37100,1004,7.733812949640288
161,02-2016,37100,2002,3.237580993520518
162,02-2016,37100,3001,6.86002886002886
164,02-2016,40140,0009,8.952605863192181
166,02-2016,40140,0306,5.277697841726619
154,02-2016,32580,0043,7.074999999999999
167,02-2016,40140,1016,5.8952857142857145
168,02-2016,40140,2002,7.782352941176471
169,02-2016,40140,5001,2.8625
170,02-2016,40140,8001,10.886486486486485
171,02-2016,40140,8005,13.081249999999999
172,02-2016,40140,9004,9.671428571428569
173,02-2016,47220,0007,8.000439238653003
133,02-2016,19820,0019,8.444444444444445
155,02-2016,32580,1046,5.6
163,02-2016,39740,0011,9.727762430939219
153,02-2016,31080,9033,5.026239067055394
143,02-2016,31080,0007,9.864
152,02-2016,31080,4008,16.919444444444412
135,02-2016,19820,0033,12.1
136,02-2016,19820,0036,6.75
137,02-2016,19820,0039,7.386206896551721
138,02-2016,19820,0095,8.78888888888889
139,02-2016,20100,0002,6.5290184921763865
140,02-2016,20100,0003,7.611111111111111
141,02-2016,22420,0021,9.622222222222222
142,02-2016,31080,0002,6.355555555555556
134,02-2016,19820,0025,8.455555555555556
144,02-2016,31080,1103,11.556250000000002
145,02-2016,31080,1201,5.611111111111111
146,02-2016,31080,1302,12.255555555555556
147,02-2016,31080,1602,10.799999999999999
148,02-2016,31080,2005,7.633333333333334
149,02-2016,31080,2022,5.577777777777778
150,02-2016,31080,4002,11.444827586206898
151,02-2016,31080,4004,11.593103448275858
28,01-2016,16980,4002,8.218181818181819
31,01-2016,16980,6005,12.016666666666666
30,01-2016,16980,4201,8.545454545454545
29,01-2016,16980,4007,11.09
24,01-2016,16980,1016,10.135714285714284
27,01-2016,16980,3301,9.440000000000001
26,01-2016,16980,3103,11.818749999999998
25,01-2016,16980,2004,9.454545454545453
33,01-2016,17460,0007,7.952941176470589
32,01-2016,17460,0004,10.878717598908558
37,01-2016,17460,0060,10.190909090909093
34,01-2016,17460,0034,7.990000000000002
35,01-2016,17460,0038,10.26
36,01-2016,17460,0045,9.47
22,01-2016,16980,1002,8.318181818181817
38,01-2016,17460,0065,10.736363636363635
39,01-2016,17460,1002,8.190909090909091
40,01-2016,17460,3002,8.986666666666663
41,01-2016,19820,0001,10.7
42,01-2016,19820,0005,10.154545454545454
23,01-2016,16980,1011,7.933333333333333
44,01-2016,19820,0015,12.02727272727273
21,01-2016,16980,0076,11.083333333333334
10,01-2016,16980,0001,10.64
2,01-2016,10420,0017,13.101195219123502
3,01-2016,10420,0023,8.763636363636364
4,01-2016,11460,0008,11.335294117647058
5,01-2016,12100,0006,8.227127659574466
6,01-2016,12100,1006,7.574999999999999
7,01-2016,15180,0006,7.781818181818182
8,01-2016,15940,0017,11.71764705882353
9,01-2016,15940,0020,9.827272727272726
11,01-2016,16980,0003,9.411111111111111
20,01-2016,16980,0057,12.466666666666667
12,01-2016,16980,0006,9.436363636363636
13,01-2016,16980,0007,8.877777777777778
14,01-2016,16980,0019,10.07272727272727
15,01-2016,16980,0022,10.76736020806241
16,01-2016,16980,0024,9.033900523560193
17,01-2016,16980,0026,11.350000000000001
18,01-2016,16980,0031,10.4875
19,01-2016,16980,0052,10.554545454545455
43,01-2016,19820,0009,9.50909090909091
1,01-2016,10420,0002,
45,01-2016,19820,0016,11.263636363636365
77,01-2016,40140,0009,10.73608108108108
69,01-2016,33140,0011,9.690909090909091
70,01-2016,33780,0006,9.690000000000001
71,01-2016,37100,0007,7.35187969924812
72,01-2016,37100,0009,3.8602825745682887
73,01-2016,37100,1004,8.823211875843455
74,01-2016,37100,2002,6.3430508474576275
75,01-2016,37100,3001,6.975476839237057
76,01-2016,39740,0011,14.325097024579579
78,01-2016,40140,0027,19.857086614173216
67,01-2016,32580,0043,10.116666666666665
79,01-2016,40140,0306,6.731081081081081
80,01-2016,40140,1016,8.669385026737968
81,01-2016,40140,2002,9.804545454545455
82,01-2016,40140,5001,4.045454545454546
83,01-2016,40140,8001,13.45897435897436
84,01-2016,40140,8005,17.188888888888883
85,01-2016,40140,9004,11.833333333333334
86,01-2016,47220,0007,9.832341001353178
68,01-2016,32580,1046,6.381818181818182
66,01-2016,31080,9033,6.078349120433016
46,01-2016,19820,0019,10.08181818181818
55,01-2016,31080,0002,7.990909090909091
47,01-2016,19820,0025,10.60909090909091
48,01-2016,19820,0033,13.570588235294121
49,01-2016,19820,0036,9.390909090909092
50,01-2016,19820,0039,10.03225806451613
51,01-2016,19820,0095,10.745454545454544
52,01-2016,20100,0002,7.868741721854298
53,01-2016,20100,0003,8.436363636363636
54,01-2016,22420,0021,9.763636363636364
56,01-2016,31080,0007,12.122580645161289
65,01-2016,31080,4008,15.85144356955381
57,01-2016,31080,1103,11.578378378378378
58,01-2016,31080,1201,8.872727272727271
59,01-2016,31080,1302,14.162500000000001
60,01-2016,31080,1602,13.145454545454548
61,01-2016,31080,2005,9.945454545454545
62,01-2016,31080,2022,7.118181818181819
63,01-2016,31080,4002,12.533333333333333
64,01-2016,31080,4004,12.116666666666664
0,01-2016,10300,0007,9.345454545454546
