,month_year,cbsa_code,site,aqi,Manufacturing,"Mining, quarrying, and oil and gas extraction",Transportation and warehousing,Utilities,Wholesale trade,10300,11460,16980,17140,18020,18820,19820,22420,24700,26900,31080,32500,33780,34620,34900,35220,35860,36860,37100,40140,41940,42100,42220,42980,44700,46700,48940,sector,emp,estab,Crude_Oil_Price
379,12-2016,33780,0006,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,1639.0,98.0,47.12
380,11-2016,46700,0004,38.19642857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Mining, quarrying, and oil and gas extraction",165.0,6.0,41.65
381,11-2016,46700,0004,38.19642857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Utilities,586.0,10.0,41.65
382,11-2016,46700,0004,38.19642857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Manufacturing,9272.0,247.0,41.65
383,11-2016,46700,0004,38.19642857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wholesale trade,4882.0,293.0,41.65
384,11-2016,26900,0011,42.114285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
385,11-2016,26900,0011,42.114285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
386,11-2016,26900,0011,42.114285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
387,11-2016,26900,0011,42.114285714285714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
388,11-2016,26900,0007,44.225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
389,11-2016,26900,0007,44.225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
390,11-2016,26900,0007,44.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
391,11-2016,26900,0007,44.225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
392,11-2016,26900,0043,45.55555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
393,11-2016,26900,0043,45.55555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
394,11-2016,26900,0043,45.55555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
395,11-2016,26900,0043,45.55555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
396,11-2016,26900,0078,45.728813559322035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
397,11-2016,26900,0078,45.728813559322035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
398,11-2016,26900,0078,45.728813559322035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
399,11-2016,26900,0078,45.728813559322035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
400,11-2016,26900,0081,50.327586206896555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
401,11-2016,26900,0081,50.327586206896555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
402,11-2016,26900,0081,50.327586206896555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
403,11-2016,26900,0081,50.327586206896555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
404,11-2016,26900,0083,49.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
405,11-2016,26900,0083,49.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
406,11-2016,26900,0083,49.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
407,11-2016,26900,0083,49.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
408,11-2016,26900,0087,52.97435897435897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",557.0,46.0,41.65
409,11-2016,26900,0087,52.97435897435897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,4559.0,103.0,41.65
410,11-2016,26900,0087,52.97435897435897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,77323.0,1684.0,41.65
411,11-2016,26900,0087,52.97435897435897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,46612.0,2617.0,41.65
412,11-2016,17140,0020,51.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
413,11-2016,17140,0020,51.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
414,11-2016,17140,0020,51.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
415,11-2016,17140,0020,51.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
416,11-2016,17140,3002,40.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
417,11-2016,17140,3002,40.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
418,11-2016,17140,3002,40.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
419,11-2016,17140,3002,40.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
420,11-2016,17140,0042,47.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
421,11-2016,17140,0042,47.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
422,11-2016,17140,0042,47.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
423,11-2016,17140,0042,47.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
424,11-2016,17140,0040,42.829268292682926,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
425,11-2016,17140,0040,42.829268292682926,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
426,11-2016,17140,0040,42.829268292682926,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
427,11-2016,17140,0040,42.829268292682926,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
428,11-2016,17140,0022,57.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
429,11-2016,17140,0022,57.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
430,11-2016,17140,0022,57.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
431,11-2016,17140,0022,57.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
432,11-2016,17140,0006,45.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
433,11-2016,17140,0006,45.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
434,11-2016,17140,0006,45.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
435,11-2016,17140,0006,45.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
436,11-2016,17140,0019,47.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
437,11-2016,17140,0019,47.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
438,11-2016,17140,0019,47.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
439,11-2016,17140,0019,47.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
440,11-2016,17140,0016,45.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
441,11-2016,17140,0016,45.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
442,11-2016,17140,0016,45.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
443,11-2016,17140,0016,45.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
444,11-2016,17140,0015,48.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
445,11-2016,17140,0015,48.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
446,11-2016,17140,0015,48.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
447,11-2016,17140,0015,48.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
448,11-2016,17140,0014,51.61538461538461,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
449,11-2016,17140,0014,51.61538461538461,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
450,11-2016,17140,0014,51.61538461538461,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
451,11-2016,17140,0014,51.61538461538461,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
452,11-2016,17140,0010,44.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",454.0,42.0,41.65
453,11-2016,17140,0010,44.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,3193.0,145.0,41.65
454,11-2016,17140,0010,44.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,99514.0,2171.0,41.65
455,11-2016,17140,0010,44.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,57858.0,2853.0,41.65
456,11-2016,18020,0008,36.4054054054054,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",41.0,3.0,41.65
457,11-2016,18020,0008,36.4054054054054,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,135.0,12.0,41.65
458,11-2016,18020,0008,36.4054054054054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,13008.0,138.0,41.65
459,11-2016,18020,0008,36.4054054054054,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,1031.0,91.0,41.65
460,11-2016,19820,0001,39.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
461,11-2016,19820,0001,39.85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
462,11-2016,19820,0001,39.85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
463,11-2016,19820,0001,39.85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
464,11-2016,19820,0025,39.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
465,11-2016,19820,0025,39.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
466,11-2016,19820,0025,39.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
467,11-2016,19820,0025,39.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
468,11-2016,19820,0005,41.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
469,11-2016,19820,0005,41.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
470,11-2016,19820,0005,41.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
471,11-2016,19820,0005,41.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
472,11-2016,19820,0009,36.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
473,11-2016,19820,0009,36.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
474,11-2016,19820,0009,36.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
475,11-2016,19820,0009,36.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
476,11-2016,19820,0015,47.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
477,11-2016,19820,0015,47.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
478,11-2016,19820,0015,47.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
479,11-2016,19820,0015,47.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
480,11-2016,19820,0016,43.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
481,11-2016,19820,0016,43.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
482,11-2016,19820,0016,43.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
483,11-2016,19820,0016,43.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
484,11-2016,19820,0019,38.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
485,11-2016,19820,0019,38.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
486,11-2016,19820,0019,38.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
487,11-2016,19820,0019,38.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
488,11-2016,19820,0033,46.81818181818182,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
489,11-2016,19820,0033,46.81818181818182,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
490,11-2016,19820,0033,46.81818181818182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
491,11-2016,19820,0033,46.81818181818182,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
492,11-2016,19820,0036,37.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
493,11-2016,19820,0036,37.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
494,11-2016,19820,0036,37.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
495,11-2016,19820,0036,37.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
496,11-2016,19820,0039,41.206896551724135,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
497,11-2016,19820,0039,41.206896551724135,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
498,11-2016,19820,0039,41.206896551724135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
499,11-2016,19820,0039,41.206896551724135,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
500,11-2016,19820,0093,50.95652173913044,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
501,11-2016,19820,0093,50.95652173913044,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
502,11-2016,19820,0093,50.95652173913044,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
503,11-2016,19820,0093,50.95652173913044,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
504,11-2016,19820,0095,39.72222222222222,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",363.0,38.0,41.65
505,11-2016,19820,0095,39.72222222222222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,10047.0,96.0,41.65
506,11-2016,19820,0095,39.72222222222222,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,229757.0,5315.0,41.65
507,11-2016,19820,0095,39.72222222222222,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,90848.0,5431.0,41.65
508,11-2016,22420,0021,36.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",10.0,4.0,41.65
