,month_year,cbsa_code,site,aqi,Manufacturing,"Mining, quarrying, and oil and gas extraction",Transportation and warehousing,Utilities,Wholesale trade,10300,11460,16980,17140,18020,18820,19820,22420,24700,26900,31080,32500,33780,34620,34900,35220,35860,36860,37100,40140,41940,42100,42220,42980,44700,46700,48940,sector,emp,estab,Crude_Oil_Price
4072,02-2016,40140,0027,57.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,25.52
4073,02-2016,40140,0027,57.375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,25.52
4074,02-2016,40140,0027,57.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,25.52
4075,02-2016,40140,0027,57.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,25.52
4076,02-2016,40140,0009,34.10344827586207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",832.0,57.0,25.52
4077,02-2016,40140,0009,34.10344827586207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Utilities,5580.0,165.0,25.52
4078,02-2016,40140,0009,34.10344827586207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manufacturing,95592.0,3257.0,25.52
4079,02-2016,40140,0009,34.10344827586207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wholesale trade,66544.0,4720.0,25.52
4080,02-2016,41940,0002,19.93103448275862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",231.0,16.0,25.52
4081,02-2016,41940,0002,19.93103448275862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Utilities,1893.0,23.0,25.52
4082,02-2016,41940,0002,19.93103448275862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Manufacturing,86058.0,2334.0,25.52
4083,02-2016,41940,0002,19.93103448275862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wholesale trade,86721.0,2681.0,25.52
4084,02-2016,41940,0005,40.30555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",231.0,16.0,25.52
4085,02-2016,41940,0005,40.30555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Utilities,1893.0,23.0,25.52
4086,02-2016,41940,0005,40.30555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Manufacturing,86058.0,2334.0,25.52
4087,02-2016,41940,0005,40.30555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wholesale trade,86721.0,2681.0,25.52
4088,02-2016,41940,0006,45.58620689655172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",231.0,16.0,25.52
4089,02-2016,41940,0006,45.58620689655172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Utilities,1893.0,23.0,25.52
4090,02-2016,41940,0006,45.58620689655172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Manufacturing,86058.0,2334.0,25.52
4091,02-2016,41940,0006,45.58620689655172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wholesale trade,86721.0,2681.0,25.52
4092,02-2016,42100,0007,27.964285714285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,5.0,25.52
4093,02-2016,42100,0007,27.964285714285715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Utilities,0.0,5.0,25.52
4094,02-2016,42100,0007,27.964285714285715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Manufacturing,5158.0,312.0,25.52
4095,02-2016,42100,0007,27.964285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wholesale trade,5490.0,307.0,25.52
4096,02-2016,42100,1005,27.689655172413794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,5.0,25.52
4097,02-2016,42100,1005,27.689655172413794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Utilities,0.0,5.0,25.52
4098,02-2016,42100,1005,27.689655172413794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Manufacturing,5158.0,312.0,25.52
4099,02-2016,42100,1005,27.689655172413794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wholesale trade,5490.0,307.0,25.52
4100,02-2016,42220,0004,25.24137931034483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mining, quarrying, and oil and gas extraction",153.0,14.0,25.52
4101,02-2016,42220,0004,25.24137931034483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Utilities,0.0,13.0,25.52
4102,02-2016,42220,0004,25.24137931034483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Manufacturing,19805.0,866.0,25.52
4103,02-2016,42220,0004,25.24137931034483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wholesale trade,9310.0,591.0,25.52
4104,02-2016,44700,1002,61.72093023255814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Mining, quarrying, and oil and gas extraction",134.0,11.0,25.52
4105,02-2016,44700,1002,61.72093023255814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Utilities,263.0,15.0,25.52
4106,02-2016,44700,1002,61.72093023255814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Manufacturing,17986.0,524.0,25.52
4107,02-2016,44700,1002,61.72093023255814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wholesale trade,12034.0,543.0,25.52
4108,02-2016,44700,2010,44.96551724137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Mining, quarrying, and oil and gas extraction",134.0,11.0,25.52
4109,02-2016,44700,2010,44.96551724137931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Utilities,263.0,15.0,25.52
4110,02-2016,44700,2010,44.96551724137931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Manufacturing,17986.0,524.0,25.52
4111,02-2016,44700,2010,44.96551724137931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wholesale trade,12034.0,543.0,25.52
4112,02-2016,31080,4008,56.464285714285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4113,02-2016,31080,4008,56.464285714285715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4114,02-2016,31080,4008,56.464285714285715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4115,02-2016,31080,4008,56.464285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4116,02-2016,31080,0002,26.555555555555557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4117,02-2016,31080,0002,26.555555555555557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4118,02-2016,31080,0002,26.555555555555557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4119,02-2016,31080,0002,26.555555555555557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4120,02-2016,31080,0007,37.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4121,02-2016,31080,0007,37.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4122,02-2016,31080,0007,37.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4123,02-2016,31080,0007,37.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4124,02-2016,31080,1103,43.29032258064516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4125,02-2016,31080,1103,43.29032258064516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4126,02-2016,31080,1103,43.29032258064516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4127,02-2016,31080,1103,43.29032258064516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4128,02-2016,31080,1201,22.88888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4129,02-2016,31080,1201,22.88888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4130,02-2016,31080,1201,22.88888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4131,02-2016,31080,1201,22.88888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4132,02-2016,31080,1302,45.44444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4133,02-2016,31080,1302,45.44444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4134,02-2016,31080,1302,45.44444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4135,02-2016,31080,1302,45.44444444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4136,02-2016,31080,1602,41.44444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4137,02-2016,31080,1602,41.44444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4138,02-2016,31080,1602,41.44444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4139,02-2016,31080,1602,41.44444444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4140,02-2016,31080,2005,31.333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4141,02-2016,31080,2005,31.333333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4142,02-2016,31080,2005,31.333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4143,02-2016,31080,2005,31.333333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4144,02-2016,31080,2022,23.333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4145,02-2016,31080,2022,23.333333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4146,02-2016,31080,2022,23.333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4147,02-2016,31080,2022,23.333333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4148,02-2016,31080,4002,43.827586206896555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4149,02-2016,31080,4002,43.827586206896555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4150,02-2016,31080,4002,43.827586206896555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4151,02-2016,31080,4002,43.827586206896555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4152,02-2016,31080,4004,44.62068965517241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4153,02-2016,31080,4004,44.62068965517241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4154,02-2016,31080,4004,44.62068965517241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4155,02-2016,31080,4004,44.62068965517241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4156,02-2016,31080,9033,20.862068965517242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",4483.0,141.0,25.52
4157,02-2016,31080,9033,20.862068965517242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,17915.0,352.0,25.52
4158,02-2016,31080,9033,20.862068965517242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,488003.0,16680.0,25.52
4159,02-2016,31080,9033,20.862068965517242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,358754.0,30813.0,25.52
4160,02-2016,35220,0003,35.666666666666664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,1.0,25.52
4161,02-2016,35220,0003,35.666666666666664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Utilities,0.0,6.0,25.52
4162,02-2016,35220,0003,35.666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,2008.0,47.0,25.52
4163,02-2016,35220,0003,35.666666666666664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,373.0,37.0,25.52
4164,02-2016,37100,3001,28.137931034482758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",683.0,40.0,25.52
4165,02-2016,37100,3001,28.137931034482758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Utilities,963.0,57.0,25.52
4166,02-2016,37100,3001,28.137931034482758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manufacturing,24647.0,878.0,25.52
4167,02-2016,37100,3001,28.137931034482758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wholesale trade,14869.0,1137.0,25.52
4168,02-2016,37100,2002,14.017857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",683.0,40.0,25.52
4169,02-2016,37100,2002,14.017857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Utilities,963.0,57.0,25.52
4170,02-2016,37100,2002,14.017857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manufacturing,24647.0,878.0,25.52
4171,02-2016,37100,2002,14.017857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wholesale trade,14869.0,1137.0,25.52
4172,02-2016,37100,1004,32.03448275862069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",683.0,40.0,25.52
4173,02-2016,37100,1004,32.03448275862069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Utilities,963.0,57.0,25.52
4174,02-2016,37100,1004,32.03448275862069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manufacturing,24647.0,878.0,25.52
4175,02-2016,37100,1004,32.03448275862069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wholesale trade,14869.0,1137.0,25.52
4176,02-2016,37100,0007,21.03448275862069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",683.0,40.0,25.52
4177,02-2016,37100,0007,21.03448275862069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Utilities,963.0,57.0,25.52
4178,02-2016,37100,0007,21.03448275862069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manufacturing,24647.0,878.0,25.52
4179,02-2016,37100,0007,21.03448275862069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wholesale trade,14869.0,1137.0,25.52
4180,02-2016,37100,0009,15.724137931034482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",683.0,40.0,25.52
4181,02-2016,37100,0009,15.724137931034482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Utilities,963.0,57.0,25.52
4182,02-2016,37100,0009,15.724137931034482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manufacturing,24647.0,878.0,25.52
4183,02-2016,37100,0009,15.724137931034482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wholesale trade,14869.0,1137.0,25.52
4184,02-2016,34900,0003,32.724137931034484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,1.0,25.52
4185,02-2016,34900,0003,32.724137931034484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,145.0,7.0,25.52
4186,02-2016,34900,0003,32.724137931034484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,11266.0,479.0,25.52
4187,02-2016,34900,0003,32.724137931034484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,1959.0,197.0,25.52
4188,02-2016,34620,0006,34.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,2.0,25.52
4189,02-2016,34620,0006,34.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,153.0,7.0,25.52
4190,02-2016,34620,0006,34.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,4293.0,118.0,25.52
4191,02-2016,34620,0006,34.875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,980.0,106.0,25.52
4192,02-2016,33780,0006,25.333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining, quarrying, and oil and gas extraction",0.0,4.0,25.52
4193,02-2016,33780,0006,25.333333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utilities,0.0,9.0,25.52
4194,02-2016,33780,0006,25.333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing,7359.0,126.0,25.52
4195,02-2016,33780,0006,25.333333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wholesale trade,1639.0,98.0,25.52
4196,01-2016,46700,0004,40.55882352941177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Mining, quarrying, and oil and gas extraction",165.0,6.0,27.02
4197,01-2016,46700,0004,40.55882352941177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Utilities,586.0,10.0,27.02
4198,01-2016,46700,0004,40.55882352941177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Manufacturing,9272.0,247.0,27.02
